avganncount,incidencerate,medincome,popest2015,povertypercent,studypercap,medianage,percentmarried,pctpubliccoveragealone,pctmarriedhouseholds,birthrate
305,483.1,48528,47768,12.9,20.93451683,42.1,52.1,16.5,49.030747,4.6635126
98,461.2,50370,17094,11.6,234.000234,38,56.4,18.3,56.55389457,8.150028201
267,438.9,79173,80133,6.2,0,34.7,61.2,8.7,60.71467401,6.526994359
47,427.3,46750,8769,15.4,0,38,60.6,15.2,60.75829384,8.783008037
51,458.3,36742,8220,21.3,0,37.4,50.1,20.9,52.00381679,5.356186395
102,451.7,55958,17403,8.9,57.46135724,43.1,57.8,12.8,57.22070845,5.807872282
272,508.3,45292,40055,15.7,0,42.1,50.5,20.1,46.83710651,5.598682663
139,528.4,56551,17111,7.4,0,48.7,63,14.8,56.29164531,7.152406417
41,443.8,33370,6337,23.8,0,47.5,42.7,18.5,40.0750469,4.686258936
12,464.8,28716,1639,32.3,0,47.9,40,22.1,37.34087694,0.56980057
121,482,34010,25229,28.2,0,36.2,43.4,20.8,50.55837563,8.461219411
40,381.3,32815,8330,25.4,960.3841537,42.6,43.8,25.4,42.67254038,3.978779841
61,326.4,29244,16400,33.7,0,40.3,40.1,32.8,44.56418983,2.772573998
61,529.5,34604,9113,29.8,0,41,38.7,34,39.00966184,4.011887073
248,463,36973,45063,24.5,221.9115461,39.4,45.8,23.7,43.89416163,6.247570929
207,493.1,36303,40764,28.6,0,35.1,42.3,24.8,42.25950308,6.308457711
141,467.9,34008,27241,24.5,0,34.9,52.1,26.5,48.43179478,4.553734062
106,550.7,39453,11182,18.1,0,52.4,55,19.7,55.95126523,7.575757576
31,404.5,32536,6785,27.1,0,42.8,41.6,26.8,41.11153407,1.448321264
344,483.7,41141,69763,19.5,0,36.1,43.1,18.8,43.38811118,6.920828113
51,486.8,32171,8214,31.7,0,38,41.8,25.5,41.98473282,0.476758045
59,490.1,36886,8390,28.1,0,45.6,44.8,23.6,50.03309067,5.235294118
178,471.7,40667,22267,15.1,0,53.3,57.9,23.2,57.97535001,2.147577093
161,480.2,34867,26368,25.9,0,41.5,50,27.9,49.91633035,5.682006978
345,420.9,39078,68066,20,0,40.4,51.3,20.5,51.45011601,6.366601435
415,472.9,52082,88399,15.6,0,38.5,57.1,15.6,60.72740756,5.68799466
175,405.3,34288,35370,28.8,28.27254736,37.9,48.2,25.3,45.65139199,7.919234299
31,397.1,31623,5460,28.9,0,44.3,39.3,25.8,37.69411765,7.881355932
112,463.6,36137,20816,30.2,0,40,41.3,22.6,43.6791148,5.967408768
157,482.8,41093,29534,25.5,0,37.3,47.6,20.9,51.61931254,5.499843309
10,295.7,33893,2648,22.8,0,41,44.6,26.1,41.14877589,2.646502836
27,340.7,30264,7903,38.9,0,38.4,34.6,31.7,47.61431412,5.070993915
169,469,42126,28319,16.9,0,43.9,62.7,17.9,60.60445387,3.822835972
409,415.7,43731,104216,20.7,0,34.8,52.2,20.8,54.74475777,6.314687286
49,451.7,32722,8857,30.7,0,39.4,39.7,27.4,46.86360321,2.918781726
69,481.7,32042,9867,26.7,0,44.4,42.7,25.2,41.56265602,7.441634241
57,463.9,34512,9155,23.2,327.689787,41.6,45.2,23.7,46.81557501,1.811062163
113,434.6,40382,20699,22.6,0,40.4,48.3,25.7,48.40989399,2.338461538
911,402.7,51887,196428,18.1,0,41.1,47.9,25.6,47.97841594,6.030934113
4646,425.2,73985,998714,9.8,708.9116604,36.9,50.2,13.8,52.71316077,6.457474103
326,392.2,58883,71735,12.3,655.1892382,41.6,51.8,17.6,54.70653872,4.798813776
734,418.3,64916,164637,13.1,103.2574695,40,50.2,18.4,50.79961843,6.34729556
1757,469,57908,434211,11.6,414.5450023,35.8,53.6,11.1,52.60735221,4.783515756
27,431.7,40777,3843,14.9,0,51.3,55.3,16.4,53.20351759,9.375
297,378.7,44324,83744,17.4,11.94115399,32.7,51.6,13.8,51.03967888,5.416377859
30,363.9,45504,5922,13.4,0,39.5,64.5,15.7,62.44671782,9.638554217
61,468.9,46277,9052,15.7,0,45.4,52.3,20.9,48.14612868,5.089647195
183,422.8,47292,44990,15,22.22716159,32.9,58.9,18.4,62.64117567,7.30438263
89,380.7,63490,21592,10.6,46.31344943,43,59.8,13.8,51.75930076,7.863131656
48,507.4,50874,7058,15.6,0,52,56.9,13.9,54.17508418,3.703703704
256,454.1,45193,41859,16.2,501.6842256,47.2,57.8,17.8,54.02780201,6.717676047
409,420.4,51440,110089,15.5,36.33423866,32.4,56.8,15,58.56730088,7.807625299
57,394.4,42720,11318,16.7,0,43.7,61.2,22.3,57.58499414,5.523535062
13,351.1,42907,2501,14.8,0,40.9,56.6,19.1,55.89692765,4.31372549
792,458.6,43489,207478,18,106.0353387,32.8,53.8,21.5,55.46826325,6.940188877
35,431.8,55770,6770,11.5,0,36.8,66.1,11.6,64.00613968,5.12455516
81,345.3,45078,23506,15.6,0,31.7,60.1,16.9,61.7563373,8.097815193
61,439.7,41304,8496,16.6,0,50.2,55.4,19.1,54.5504386,6.401766004
29,447.3,42704,4087,15.7,489.3564962,52,62.7,14,61.0073571,3.808180536
116,498.1,45049,25876,14.4,0,30.8,59.8,15.2,58.5998978,8.913784705
45,360,50545,13074,10.8,0,32.4,65,14.3,68.22474032,9.856115108
53,383.5,45578,12819,15.1,0,36.3,65.3,16.5,69.2651329,6.445533358
122,533,41688,16852,15.9,0,44.7,52.2,18.7,53.74742513,4.495990836
81,460.6,44669,15284,17.1,0,36.3,59.1,22.4,59.88361179,6.793917826
97,375.5,39551,16272,16.3,0,48.9,58.4,17.5,57.72444174,5.367647059
88,402.5,52428,27157,11.5,0,31.1,61.8,16.2,67.55122192,6.959459459
92,441.3,46513,22814,15.7,0,32.1,59.9,21,58.81427072,8.495681864
777,475.2,49061,150346,12.9,525.454618,39.4,55.3,14.9,54.14650573,7.001795332
134,395.9,43482,38778,19.9,0,28.5,45.5,9,46.33289125,4.020530368
55,435.5,37869,7735,18.2,0,51.2,57.8,18.4,49.31470035,5.332359386
33,538.6,39918,3789,13.7,0,48.2,55.6,16.8,51.69230769,4.80349345
22,460,44046,5297,14.1,0,33.8,59.5,21.4,64.90147783,6.751054852
74,376.2,36065,38273,27.1,0,23.2,53.6,13.5,71.70305677,6.963315217
92,405.3,46332,20461,16.8,0,35.5,60.3,18.7,61.27588137,5.314458111
245,466.9,46214,40048,14.6,449.4606472,41.6,50.4,14.9,48.72639165,6.338028169
19,349.5,46503,4281,13.9,0,39,61,11.7,60.68268015,5.384615385
56,446.4,38478,11310,23.6,0,37.5,51,20.6,52.37974039,9.079391892
120,457.5,45533,22896,14.2,960.8665269,38.5,55.5,18,57.26034123,8.451001054
30,385.5,48048,7648,15.7,0,34.2,55.5,24.4,53.96020289,12.93684856
95,497.6,36577,12432,18.9,0,47.1,55,18.9,49.00210084,8.244897959
25,376.2,57644,10564,11.6,0,35.2,52.9,12.7,54.25797503,7.958199357
399,471.4,44236,82375,14.5,461.3050076,34.5,55.7,16.5,55.38477444,8.551754776
54,410.8,49380,10103,11.7,0,49.4,50.9,19.4,55.92848181,1.604584527
72,481,35955,9984,17.8,0,44.9,54.4,21.4,50.8656873,8.792924037
403,467.4,46061,67013,14.2,253.6821214,40.6,52.6,20.6,51.07688874,5.866611774
44,398.4,30699,6780,35.6,0,39.7,37.8,39.1,36.76248109,4.373757455
104,492.1,49886,16950,16.2,0,40.1,47.5,22.4,52.40728692,5.736868944
245,447.8,58792,53585,10.2,0,38.2,55.1,17.2,59.52341552,5.621301775
37,520.2,50225,6829,14.2,0,37.7,37.9,13.8,48.69158879,3.908484271
229,486.3,52138,33587,13.1,2768.928454,43.4,55.4,19.2,53.04143193,5.996296824
35,493,49689,4899,12.1,0,46.9,65.4,22.7,64.42074649,6.910994764
115,502.6,50750,14616,12.6,0,47.5,56.1,17.6,51.66994106,4.903978052
74,448.2,46289,12847,13.2,0,39.2,51.1,18.8,49.13461538,4.770134808
781,450.2,47966,208861,22.6,588.9084128,29.3,39.3,13.5,39.72870157,3.467190704
245,535.2,46870,33642,14.4,0,42,51.1,19.5,47.89838008,4.048467569
100,467,50645,15979,13.9,0,43.4,57,24.4,54.15977133,5.790960452
97,521,45709,13428,13.6,0,42.8,56.5,24.8,54.57013575,6.40518172
210,475.8,60556,37786,9.9,0,40.1,53,12.4,57.13255445,3.719306692
267,464.1,41319,52521,22.9,476.0000762,33.3,42,19.1,43.22746048,4.437890116
24965,470.8,55058,5238216,17.1,371.1187168,35.9,41.9,22,41.00879123,4.994880839
139,536.7,45889,19414,15.2,0,42.4,52.9,19.7,53.84514436,3.962879358
69,489,49567,10898,12.2,0,41.6,56.1,21.7,55.0812065,6.796116505
437,485.5,56536,104352,14.7,19.16590003,30.3,41.4,16,45.12060962,4.533178353
109,512.9,55193,16247,10.9,0,42.8,56.5,17.7,52.6754386,8.025966362
114,475.1,52526,19823,10,0,38.3,57.7,15.8,55.88080861,6.28798504
4427,461.9,80037,933736,7.9,214.1933052,38.8,55.6,11.7,57.95795707,4.783276672
118,461.5,45485,17664,15.1,0,43.4,56.3,21.1,52.3587351,6.41025641
48,517.6,46894,6534,11.6,0,43.7,55.1,20,52.20825853,9.853733641
748,480.8,86413,212438,6.3,47.07255764,38,62.6,8.1,70.02327635,5.246691229
140,493.5,38055,22311,24.4,0,40.9,52.6,24.7,52.2945571,6.796906797
3906,476.5,55516,1010562,17.4,267.1780653,34.8,38.3,15.1,36.35648244,4.41557191
156,408.2,40010,29400,19.7,0,45.1,59.3,22.7,58.65270824,6.54966528
18,488.4,39643,3065,19.4,0,40,54.7,12.9,57.98394291,0.855920114
432,449.1,46737,83579,19.3,23.92945596,40.5,48.9,20.2,46.22883848,5.647184414
266,478.8,43880,56574,17.8,0,37,53.8,21.4,55.57090946,6.428197261
124,434.1,35237,25205,26.2,0,39.1,47.3,27.9,47.69147789,3.794871795
115,464,42823,16710,24.4,0,47.6,52.7,23,50.23110183,6.786885246
2732,439.6,59858,895823,13.4,35.72134227,414,52.2,13.8,56.50014415,4.837677143
244,477,40994,43996,15.3,0,38.8,53.7,18.2,57.34660926,6.010723356
844,482.4,52238,193535,16.8,258.3512026,35.6,52.2,17.1,56.16692476,6.393153226
43,349.7,26309,8551,35.3,0,43.9,30.2,24.5,33.64120782,3.166561115
162,500.5,40387,28854,18.8,138.6289596,40.3,55.2,22.6,55.69738191,6.089508437
160,417,66249,33381,9.5,59.91432252,43.1,56.7,13.6,62.51512532,5.808219178
146,425.6,38564,25534,21.4,0,43.2,52.9,21.8,50.8789553,8.220466516
62,475.7,41348,11539,19,0,40.1,52.2,26.3,51.36070111,5.545147996
825,477.6,60388,217739,13.7,13.77796353,36.3,50.6,15.3,54.53251946,3.860213737
576,437.6,53027,150033,17.2,6.665200323,34.8,51.7,15,51.96295401,5.666906226
50,434.9,35955,9245,25.3,0,39,47.3,27.6,49.2949111,5.602094241
303,493.1,51931,63360,13.5,0,38.3,56.7,14.7,59.92968453,4.117165096
73,476.7,41818,13635,18.2,0,39.9,53.8,23.4,54.22316931,3.74722134
68,411.6,35235,14920,24.8,0,36.1,54.9,28.3,53.23834197,4.831625183
93,461.6,30835,16106,26.4,0,38.4,41.6,27.7,40.59765561,4.429860541
41,409.5,30678,8957,34.6,0,40.7,37.6,28.9,34.62088698,3.774792067
46,384.8,29818,9656,30.4,3935.376968,39.6,42,24.8,48.98454077,2.640934485
150,472.1,51749,28494,14.5,0,39.4,52.5,18.6,56.32384273,3.929500144
103,506.7,40339,18201,21.3,0,38.6,45.3,20.6,49.75897994,4.34410443
43,429.4,37113,10312,23.9,0,33.6,48.5,24.5,47.60237069,6.906534326
253,451.7,35807,47731,25.4,62.8522344,38.5,45,22.8,45.14172336,4.598218303
132,520.4,64533,29202,11.8,0,36.7,56.4,14.1,61.04842736,5.414364641
185,425.5,41682,62467,17.2,0,27.6,54.1,14.9,51.98099638,9.713596623
42,383.2,39484,7673,17.9,0,47.2,46.5,20.8,43.21167883,1.638311279
41,366.5,43193,17731,21.9,0,31.2,47.6,21.8,51.32549332,5.82010582
457,485,38887,112865,24.5,70.88114119,29.4,40.6,19.3,42.70748576,6.143722718
169,536.1,44653,31408,18.6,0,36,47.5,15.4,50.8388959,3.509433962
116,467.6,37413,21540,27.6,0,38.2,48.4,21.3,47.41114254,5.374121538
69,351.3,37603,13969,23.3,0,47.6,47.8,23.5,45.9592145,2.708877285
74,460.3,29430,13632,34.1,0,40.5,34.5,22.4,37.7028181,6.381381381
168,534,45557,28441,19.7,0,40.2,50.8,21.3,52.26091221,5.50827789
39,373.2,36055,8761,25.9,0,500.4,44.1,17.3,43.53518822,12.64845606
125,456.9,37243,21190,23.6,0,42.1,48.7,25.2,47.19879139,6.365870002
36,450.6,35276,5854,25.1,0,41,49.6,26.8,46.04377104,2.32
131,511.7,32711,22574,32.6,0,37.6,39.8,26.3,41.19164619,7.192480588
145,461.6,53542,27103,14.8,0,41.9,51.1,17.7,55.31781651,4.581280788
43,437,36436,8951,22.4,0,38,45.1,22.6,48.53503185,6.796116505
106,471.5,50295,18046,15,3657.320182,43.2,53.8,17,56.46618884,3.7027833
176,453,40976,39565,18.7,0,37.2,54.4,21.1,54.97330711,3.893548721
947,504.8,41783,200579,21.9,174.4948374,33.5,39.5,19.3,39.01594283,6.992367626
431,476,48058,105473,19.4,0,429.6,44.4,20.9,47.2359343,6.215613383
157,465.6,80631,35965,7.9,0,39.7,61.2,8.7,67.14646465,3.593692703
81,455.9,46840,14871,15.8,0,42.4,52.6,20,54.51100686,6.672760512
542,495.4,63964,152238,10.7,6.568662226,35.1,57.5,12.9,61.33374058,4.002336389
135,487.9,40550,26720,21.7,2844.311377,34.7,44.7,17.6,46.71562217,2.874946891
196,512.6,51047,30309,12.3,263.9480022,44.7,62.8,15.8,63.72496899,5.382482466
100,469.3,40526,19103,18.9,0,39,50.2,21.4,51.56748911,7.704581719
90,472,50395,17941,13.7,0,38.9,56.2,15.5,62.30679741,3.422926717
51,341.5,36128,11396,23.9,0,41.3,41.2,25.7,47.32708386,3.860242322
129,438.7,42125,21353,18.9,0,45.6,58.7,19.5,56.32238242,5.057135911
20,527.2,29477,2302,29.5,0,49.2,40.2,27.8,38.52216749,8.61618799
114,466.6,38449,16281,20.6,0,47.8,55.1,21.9,51.99587568,5.049875312
38,374.8,25807,7193,36.3,0,39.2,40.7,30.8,39.83536149,10.85271318
903,453.5,36012,201793,26,535.2019148,33.3,35.2,23.4,34.5491049,6.251597303
373,437.7,48287,88856,17.3,0,37.5,46.4,15.8,48.17540425,5.788659325
19,358,39601,5168,20.1,0,38.4,53.4,21.1,51.72964343,6.255585344
82,475.8,34012,14162,26.2,353.0574778,40,45.1,24.9,45.70888469,7.930489731
56,446.2,37672,8647,26.4,0,45.1,46.9,25.7,47.7128143,2.387267905
361,511.1,35555,64051,27.4,0,38.2,44.8,23.9,45.6838491,5.051532411
158,476.6,36870,25586,20.9,0,41.2,54.9,21.8,57.56686236,7.304204452
35,512.8,27635,5851,39.4,0,38,23.1,27.9,22.99248989,2.584269663
158,460,34017,30779,33.9,0,34.6,37.6,31.3,38.83188635,6.812933025
194,470,32327,31254,32.9,671.913995,40.7,37.8,29.2,35.79382487,3.939346569
201,441.3,35180,37388,21.8,80.23964909,39.9,50.8,24.1,48.53437795,4.523580366
78,425.1,30668,12574,23.2,0,45.3,44.8,30.3,44.77432297,3.098591549
104,423,32521,19043,23.6,105.0254687,40.8,46.7,27.1,42.8667293,6.091370558
38,355.2,30665,8182,25.6,855.5365436,39.8,47.4,18.3,50,0.41322314
173,476.3,29297,33322,34,0,34.7,31.1,32.4,31.49733484,4.919773478
98,527.3,33141,14717,25,0,40.5,47.8,25.8,45.06923337,5.766908213
57,401.5,38219,10243,17.9,0,44.6,53.1,28.4,58.25663238,3.765060241
106,521.3,31616,17328,24.7,0,37.7,43.4,24.9,44.69463294,7.273181705
38,339,34548,8299,24.2,0,42.8,46.8,28.8,44.50499546,4.786324786
43,432.6,26083,9150,42.6,0,32.7,26.2,36.7,25.50125313,5.663430421
100,466.5,34910,16006,22.4,0,41.3,48.7,25.7,47.61023743,6.761177754
104,427.7,33939,20048,28.4,0,38.8,44.2,27.4,43.20718409,3.726061615
120,460.1,28647,24620,35,0,33.5,31.4,34.6,29.76495727,6.156510786
169,513.2,35314,28773,26,0,38.1,43.7,27.5,46.62601626,4.448742747
107,461.3,31835,19543,26.5,51.1692166,37.6,44.7,28.6,45.0853781,6.243007384
646,428.8,58479,173323,10.1,115.3914945,36,52.3,12.5,53.63939343,4.636235598
378,526.5,36808,75944,26.4,65.83798588,31.9,38.9,22.4,38.54840439,4.81629545
88,561.4,29090,13352,26.8,2771.120431,39.8,59.2,32.9,55.49945907,6.838709677
4320,519.9,48264,763623,16.8,409.8881254,37.9,43.7,17.9,40.80152485,5.584172261
244,500.6,51227,51961,14.7,38.49040627,37.4,55.1,19.1,57.68894714,5.553303608
139,507.4,34271,23175,25.6,129.4498382,40.9,57.1,34,56.85666851,5.022573363
788,487,54728,165012,15.5,430.2717378,36.4,46.6,16.7,45.70992366,6.589773358
87,457.3,27709,15693,33.7,0,40.8,49.2,34,51.18649733,6.41509434
209,560.5,26048,31730,34.9,0,39.2,47.5,38.7,45.63246972,4.863950374
86,505.2,40312,14241,18,0,40.6,49.4,26.7,51.95195195,5.039267016
345,531.7,34678,60094,24.7,0,38.5,52.9,27.7,51.63615956,5.76001128
98,524.8,32835,15745,25.9,1397.268974,40.3,57.2,26.5,56.87054533,3.753424658
48,528.6,25473,6752,35,0,41.9,44.6,37.1,42.14760406,2.731512325
76,558.3,27777,10711,33,0,42,49.5,33.4,48.69879518,3.237555645
156,527.4,28574,23123,30.1,129.7409506,41.6,55.2,34.6,52.30400334,5.618408437
81,492.5,30217,13682,34.4,0,40.8,55.1,30.9,53.7874558,3.777923784
152,523.1,35368,24463,27.6,81.75612149,40.3,53.9,25.6,52.04708291,7.499096494
78,578.6,42892,9316,14.1,0,45.9,61.1,20.7,59.77522216,1.418067227
175,538,41150,26910,16.9,0,40.5,52.2,22.1,48.56485741,4.897396103
63,482.7,43067,8306,15.4,601.9744763,49,46.9,16.6,49.65944272,2.598366741
409,484.1,41216,65018,17.5,415.2696176,42.5,49,21.1,45.15519372,5.282054823
107,547.8,24265,17878,47,0,38.8,47.4,39.1,51.10721682,1.549958483
65,525.3,42288,9512,16.9,0,41.8,60.1,22.5,57.86113328,7.128810226
423,523.5,44358,87824,19.7,0,33.9,44.8,17.9,47.19623253,4.761498421
81,554.7,29421,12808,30.2,312.3048095,41,52.6,35.9,53.18254604,5.955168953
110,510.2,39089,19365,21.8,0,38.8,49.9,20.9,49.87153482,7.024889509
221,496.5,45596,31101,13.1,0,44.9,59,20.7,57.14965878,4.006754682
71,529.6,27484,12307,40.6,0,38.1,51.4,39.7,52.68518519,4.36746988
121,578.9,40260,17099,18.6,0,41.1,53.3,20.8,51.97446556,5.546875
147,538.4,52377,27924,12.6,0,36.7,57.1,17.3,59.26801589,6.956521739
43,548.3,30828,6358,27.1,0,41.6,53,31.5,52.61639885,4.84804631
143,536.1,43945,21407,17.6,0,42.6,56.4,20.6,53.73980054,5.675616678
63,492.1,30460,9909,25.2,0,43.4,58.4,26.8,56.45325203,11.46987952
74,511.5,30172,10667,26.2,0,42.7,55.9,30.3,53.49988746,3.581020591
152,518.9,41139,27608,20.8,470.8780064,38.8,48.4,22.5,48.1167057,5.746046657
77,498.8,30872,13275,30.4,0,40.7,51.9,33.7,56.8843594,6.742424242
190,472,38916,31183,21.6,0,41.5,55.2,22.9,56.41736719,5.430404297
252,551.5,54540,45126,12.7,421.043301,37.9,54.7,19.8,55.86608789,7.048374906
49,552.9,37061,7131,19.4,0,501.6,54.6,25.4,53.15155807,4.939063502
153,533.6,38261,24216,19.7,0,40.2,57.2,24.6,57.92579144,7.169811321
301,519.6,92097,64875,5.5,0,39.6,57.5,8.5,68.27869684,4.704009263
67,514.8,43626,10730,17.4,0,41.7,54.5,21.4,53.21367936,5.220713073
31,493.7,23047,4461,45.1,0,43,52.7,41.4,42.63959391,4.527559055
81,497.1,47023,14408,15.6,0,41.5,55.5,21.2,56.23599701,5.568862275
192,579.2,31265,27565,27.5,834.3914384,41.4,53.6,32.1,50.8032491,4.955913652
400,518.3,32666,61792,27.4,80.91662351,41.1,54.6,30.6,51.64216812,5.073851204
91,630.4,32783,12269,26.7,0,38.4,45.4,29.8,42.68932243,5.682216766
418,523.2,32767,63782,26,0,42,52.1,23.8,49.29082171,6.00624025
17,530.3,37281,2138,23,0,46.7,53,32.4,52.25806452,1.204819277
110,524.4,33789,16942,24.1,0,41.8,55.3,28.9,53.10376076,4.281183932
125,540.5,37287,23892,23.4,41.85501423,32.2,41.6,20.5,45.80894404,4.886769964
110,471.5,33623,17662,26.3,0,42.9,49.9,27.9,46.04255319,3.919463087
215,507.3,61989,52420,10.9,0,35.8,55.6,13.9,56.81016231,5.258156478
219,486.6,57447,45632,12.8,153.401122,38.7,55.7,14.1,58.37739174,5.768189204
114,563.4,45269,18006,15,0,39.6,52.4,20.8,50.15457088,5.726431608
92,530.2,67437,17894,8.8,0,40.5,64.1,12.3,66.0330321,6.220984215
157,524.1,34633,25420,26.7,0,39.2,45.6,25.9,45.73340196,4.008328995
63,453.4,40002,12531,19.3,0,36.9,53.7,24.4,52.7479746,6.25698324
94,462.8,44676,14233,15.8,0,45.1,56.6,18.4,52.82673761,4.195088677
53,540.3,46708,8769,16.2,0,41.1,60.3,17.6,57.60992108,5.038961039
77,457.7,44119,15050,18.9,0,37.1,47.9,22.5,50.4494786,4.645550528
522,483.8,48925,122851,18.3,32.55976752,32.8,47.2,17.8,47.69427369,5.172199041
66,463,39983,12063,19.7,0,41.5,52.6,16.6,53.83759733,5.399151562
128,480.4,30619,20464,26.2,0,42,48.7,30.3,48.37691045,6.951992754
83,508.3,43024,13170,17.3,0,39.7,56.5,20.8,56.54123611,4.724137931
217,531.3,31086,36129,29.8,0,37.1,48.4,33.2,50.09153318,7.104526365
50,570.6,25768,7259,36.2,0,41.8,49.7,40.2,45.30500343,5.395462906
142,485.2,57067,25793,11.2,0,41.9,56.7,13.5,55.73352377,4.961767205
323,492.7,40269,62577,22,0,35.7,47.3,23.1,47.0950042,6.938635585
123,450,36852,25683,22.5,0,38.5,41.6,23.8,45.16008471,5.988023952
455,484.5,67299,119455,13.7,0,34.8,54.4,15.4,56.52954375,6.260702788
120,450.6,46317,22842,17.8,131.3370108,39.3,49.1,22.2,49.20323326,5.233611011
242,501.8,34022,41103,25.5,0,38.2,44.8,24.1,45.53971759,5.000553159
178,463.7,43918,36462,18.9,0,37.5,55,19.8,55.69495134,3.558718861
18,405.8,27512,3141,37.3,0,40.3,38.4,34.2,33.8123415,14.87889273
886,452.9,42985,273955,22.9,29.20187622,32.4,35.8,23.7,35.92963409,5.066533644
33,442.3,31577,6893,28.5,0,36.1,41.9,27.1,39.05462999,11.29568106
2864,470.3,66970,741334,13,148.3811615,36,51.2,12.1,50.53198618,4.671194475
175,418.6,33125,43108,28.1,0,35.2,41.7,26.3,44.44522031,5.763286469
220,463.3,33509,45844,26.5,0,35.5,47.2,26.2,49.62191015,6.092124814
494,409.8,68067,144052,9.5,0,36.6,57,9.6,62.82316215,5.223686116
89,483.1,32408,17124,26.1,0,36.7,50.2,24.8,51.46987169,7.78998779
555,453.6,60809,138427,12.5,202.272678,37.6,57.8,13.1,58.15650819,6.63071161
71,468.9,43111,12388,19.9,0,43.5,48.8,23.4,51.98325253,2.190865206
113,408.9,31176,22881,32.5,0,38.4,45.3,29.3,45.87134773,5.115327381
83,423.9,42953,16264,16.4,0,40.7,57,18,62,3.774056486
124,473.3,57491,23312,11.8,0,41.5,57.1,15.4,59.5762815,6.774789571
130,407.8,33968,27174,27.7,0,37.4,43.4,27.2,40.955342,4.241143971
2841,462.8,50597,734871,20.4,700.8032702,35.1,38.2,17.6,36.27241993,5.74981682
110,448.2,32293,20882,25.9,0,40.2,44.9,22.4,44.56845238,5.125899281
57,337.1,31103,14035,30.4,0,41.4,40.3,23.9,43.40527578,1.972242513
486,501.8,32150,91332,31.7,306.5738186,34.2,33.6,26.8,32.24368918,6.218730618
519,462.3,54581,140733,14.2,28.42261588,35.9,47.7,16.1,49.25125852,6.214984071
65,476.1,34906,10575,29.9,0,40.3,39.2,27,39.36196935,4.907216495
19,538.1,34444,4040,27.1,0,35.4,52.1,24.9,53.31920904,1.424501425
230,492,61195,57106,11,35.02258957,36.1,55.1,13,60.07486979,5.321944809
116,454.2,35351,19364,21.4,0,41.3,48.1,27.3,45.09297521,7.219802888
111,438.2,30119,22708,32.7,0,36.9,41.7,29.4,41.49092693,8.514774495
54,444.5,33293,10787,26.6,0,35.3,47.6,27.5,45.90657961,7.363601679
163,448.7,37813,24303,19.6,205.7359174,50.2,55,26.7,53.35436383,4.835115865
554,455.4,79069,110714,6.9,72.25825099,43.3,60,9.9,65.2835085,3.49249879
296,409.2,46867,63508,15.8,0,43.6,51.6,20.9,50.4853129,6.476142726
100,491.6,34553,13886,20.6,0,43.7,61.6,23.1,55.5392636,7.489134069
108,356.3,36482,24687,20,0,40.9,46.6,27,50.38806694,5.908289242
81,388.5,36642,18454,24.9,0,38.6,50.1,26.4,50.80739871,6.281957633
32,403.2,31740,8398,26.5,0,34.9,49.8,24.8,48.44877345,5.448065173
48,378.7,34201,11299,25.9,0,37.1,53.5,26.2,52.49303974,3.53909465
21,488.4,43115,3180,27.3,0,42.6,47.7,24,47.79240899,5.354752343
212,445.9,37008,45459,29.5,0,34.1,34.6,18.4,36.44386031,3.145390664
85,433,46018,18495,16.9,0,40.4,57.1,18.2,58.96535938,4.162724693
281,457.7,49698,75370,13,0,34.8,52,18.3,55.19524618,5.318186956
94,471.1,31081,17403,28.5,0,38.6,42.6,26.6,41.15078746,7.459677419
529,449.5,41324,92596,18.7,21.59920515,41.1,52.4,17.1,50.13726303,5.10978957
94,426.9,35078,18963,26.7,0,39,51.1,22,49.42512216,5.015887426
796,480.8,36014,153721,28.2,377.3069392,35.6,37.7,24.1,36.90882667,5.466863951
58,393.3,40454,12243,23.2,0,37.3,41.1,19.3,49.89059081,3.671437461
80,411.4,36865,18455,21.7,0,39,53,25.8,55.37152408,4.942780618
95,469,32903,15658,28.8,0,496.8,46.9,25.6,43.59130303,4.200664853
135,490.5,66556,35137,11.9,0,35.1,57.8,14.6,59.58395245,4.93857195
236,418.9,36315,72651,31.4,27.5288709,26.3,38.1,15.7,41.05174525,3.911889349
114,470.4,35055,22745,31.1,0,36,42.9,27.8,42.3475685,5.410413193
130,508.7,41505,23593,21.3,0,38.4,46.6,18.9,53.52456908,6.070755704
33,488.6,30760,6479,38.5,0,38.2,33.6,25.4,35.62091503,7.258753202
198,487.4,41574,33115,16.6,0,41.7,54.4,18.9,52.38235946,4.830100247
191,440.7,51793,52102,12,0,31.6,55.3,13.2,56.89988196,6.953722334
48,372.4,31829,10886,29.1,0,37.1,44.9,25.7,44.56382707,3.962338172
505,481,43442,114545,22.9,52.38116024,34,46.6,19.8,48.27568997,7.523638459
284,397.6,50728,66050,12.6,0,39,55.9,14.9,56.40479472,5.74156506
44,331.3,34312,12965,29.5,0,40.7,45.9,16.6,55.44835414,3.861652116
1258,455.8,50154,286956,17.9,477.4251105,34.3,41.1,16.4,40.78656398,5.771170399
24,510.8,45933,11368,18.8,0,23.3,46.8,7.4,67.25663717,11.7201426
144,471.1,34830,24922,21.1,0,40.3,46.9,26.5,46.77488253,4.430147059
396,461.8,31487,123912,37.8,500.3550907,26.5,29.9,14.5,31.61961436,3.333416627
291,429.9,45567,57673,17.5,0,40.7,59,19,59.43985396,6.894123171
482,406.9,41256,156993,25.2,6.369710751,30.3,43.6,13.6,44.56280282,4.40533728
